Client County,Clients Served,Clients Served %,Average Age of Clients Served,Adolescents Clients Served ,Adolescents Clients Served %,Male Clients Served ,Male Clients Served %,Latino Clients Served ,Latino Clients Served %,White Clients Served , White Clients Served %,African American Clients Served , African American Black Clients Served %,Asian/Pacific Islander Clients served,Asian/Pacific Islander Clients Served %,Other (Including Native American) Clients Served ,Other (Including Native American) Clients Served %,Spanish Speaking Clients Served ,Spanish Speaking Clients Served %,English Speaking Clients Served ,English Speaking Clients Served %,Other Language ,Other Language  %,Total Revenues,Estimated Population,Revenues Per Capita,# of Birth,Population,Birth Rate,Federal Information Processing Standard (FIPS) Code,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2008-12","High school diploma only, 2008-12","Some college or associate's degree, 2008-12","Bachelor's degree or higher, 2008-12","Percent of adults with less than a high school diploma, 2008-12","Percent of adults with a high school diploma only, 2008-12","Percent of adults completing some college or associate's degree, 2008-12","Percent of adults with a bachelor's degree or higher, 2008-12","Less than a high school diploma, 2017-21","High school diploma only, 2017-21","Some college or associate's degree, 2017-21","Bachelor's degree or higher, 2017-21","Percent of adults with less than a high school diploma, 2017-21","Percent of adults with a high school diploma only, 2017-21","Percent of adults completing some college or associate's degree, 2017-21","Percent of adults with a bachelor's degree or higher, 2017-21",Revenue Score,Education Level Score,Education Level,SES Score,SES Level
Glenn,577.3333333333333,0.092,27.22,85.26666666666667,13.714666666666668,46.13333333333333,7.824000000000001,370.8,64.63933333333333,174.53333333333333,29.814,,,13.083333333333332,2.2708333333333335,18.0,3.118,198.33333333333331,34.25266666666666,373.73333333333335,64.80066666666667,,,92970517.0,28969.4,3208.2,371.0,28377.4,0.013059999999999999,6021.0,6.0,6.0,6.0,6.0,4673.0,3460.0,1244.0,704.0,46.4,34.3,12.3,7.0,4680.0,4602.0,2201.0,1181.0,37.0,36.3,17.4,9.3,5035.0,4529.0,4207.0,1434.0,33.1,29.8,27.7,9.4,5077.0,4314.0,4985.0,1723.0,31.5,26.8,31.0,10.7,4671.0,4511.0,5705.0,2712.0,26.541280754588332,25.63213818966987,32.41661458037389,15.40996647536792,4303.0,5538.0,5728.0,2725.0,23.52137312780146,30.272220400131186,31.31081228818192,14.89559418388543,1.0,23.758062752815132,1.0,2.0,1.0
Humboldt,4718.266666666666,0.5426666666666666,24.44,1026.6666666666667,20.397333333333332,802.0,16.314666666666668,1204.6,25.846666666666664,2791.9333333333334,58.81666666666666,210.13333333333335,4.532,163.13333333333333,3.477333333333333,348.46666666666664,7.3293333333333335,309.8666666666667,6.58,4366.4,92.54666666666667,42.0,0.8773333333333333,212684559.6,134978.4,1563.4,1333.0,135828.6,0.009819999999999999,6023.0,5.0,8.0,5.0,8.0,23271.0,16824.0,7168.0,5233.0,44.3,32.0,13.7,10.0,15070.0,22098.0,15275.0,11537.0,23.6,34.5,23.9,18.0,14732.0,20277.0,25470.0,15101.0,19.5,26.8,33.7,20.0,12298.0,20960.0,29488.0,18755.0,15.1,25.7,36.2,23.0,8787.0,23241.0,34409.0,23817.0,9.735856582533737,25.75065925055953,38.12462605535489,26.388858111551837,8451.0,21654.0,34447.0,29263.0,9.008154346319886,23.08159675958003,36.71800884719927,31.19224004690081,0.0,29.009433459468102,1.0,1.0,0.0
Imperial,1983.6666666666667,0.236,24.880000000000003,423.2666666666667,20.134,216.0,10.380666666666666,1755.2,88.46533333333335,159.8,8.061333333333334,23.4,1.1673333333333333,20.333333333333336,1.0253333333333334,24.933333333333334,1.2646666666666666,601.1333333333333,30.168666666666667,1373.2666666666667,69.36800000000001,13.0,0.62,459907891.4,187497.8,2457.6,2613.2,180614.2,0.01444,6025.0,3.0,2.0,3.0,2.0,20636.0,8924.0,4029.0,2662.0,56.9,24.6,11.1,7.3,23647.0,11906.0,7943.0,4616.0,49.1,24.7,16.5,9.6,28510.0,12268.0,14196.0,5936.0,46.8,20.1,23.3,9.7,34258.0,18378.0,22355.0,8641.0,41.0,22.0,26.7,10.3,37433.0,22418.0,30019.0,13669.0,36.15352669042583,21.65174475318479,28.992939858410843,13.20178869797854,32595.0,28187.0,32727.0,16758.0,29.56006783534512,25.56249829958193,29.679777267904274,15.197656597168692,1.0,23.051502262689656,0.0,1.0,0.0
Inyo,150.86666666666667,0.07866666666666668,28.53333333333334,37.0,21.73333333333333,28.6,21.221999999999998,69.53333333333333,43.602666666666664,59.93333333333332,40.708666666666666,,,,,15.64,10.821200000000001,38.93333333333333,23.621333333333332,107.86666666666665,73.40133333333333,,,85278894.8,18671.0,4565.4,181.8,18371.8,0.00992,6027.0,7.0,8.0,7.0,11.0,3585.0,3621.0,1283.0,872.0,38.3,38.7,13.7,9.3,3010.0,4911.0,2309.0,1416.0,25.8,42.2,19.8,12.2,2364.0,4886.0,3911.0,1740.0,18.3,37.9,30.3,13.5,2220.0,3934.0,4259.0,2153.0,17.7,31.3,33.9,17.1,1517.0,4151.0,4858.0,2804.0,11.38034508627157,31.14028507126782,36.44411102775694,21.03525881470367,1088.0,4188.0,4721.0,3749.0,7.915029826858723,30.467044958533386,34.34453659246326,27.27338862214462,2.0,28.09762840098937,1.0,3.0,2.0
Kern,13736.533333333335,1.5566666666666666,27.95333333333333,2063.6666666666665,14.174666666666667,2053.9333333333334,14.356,10684.533333333333,78.00399999999999,1766.4666666666665,12.625333333333334,711.8,5.175333333333333,319.26666666666665,2.3280000000000003,254.4666666666667,1.8613333333333333,5423.666666666666,39.34133333333333,8202.133333333335,59.85666666666667,110.73333333333332,0.8019999999999999,2003785333.4,908450.8,2205.2,12766.8,901179.4,0.01416,6029.0,2.0,2.0,2.0,2.0,82559.0,49872.0,23272.0,15231.0,48.3,29.2,13.6,8.9,85492.0,70627.0,42618.0,26674.0,37.9,31.3,18.9,11.8,103269.0,80323.0,93256.0,42361.0,32.4,25.2,29.2,13.3,120981.0,97344.0,113473.0,51869.0,31.5,25.4,29.6,13.5,139504.0,128189.0,151014.0,73168.0,28.361677255400245,26.06129606099111,30.70170266836086,14.87532401524778,132826.0,152266.0,169915.0,97236.0,24.05209300978012,27.57228249158432,30.768158220203794,17.60746627843178,1.0,24.193099776728726,1.0,2.0,1.0
Kings,1814.4666666666667,0.20400000000000001,27.24666666666667,344.33333333333337,18.454,235.93333333333334,12.389333333333333,1352.6666666666665,74.39266666666666,294.93333333333334,16.366666666666667,81.33333333333334,4.585333333333333,41.266666666666666,2.237333333333333,44.266666666666666,2.416,573.0,30.894666666666666,1229.8666666666666,68.48666666666666,20.666666666666668,0.8733333333333334,296718514.0,151915.2,1952.8,2225.8,152234.6,0.01462,6031.0,3.0,2.0,3.0,2.0,15962.0,9352.0,3368.0,2685.0,50.9,29.8,10.7,8.6,15916.0,12635.0,6056.0,3910.0,41.3,32.8,15.7,10.2,20118.0,16702.0,16372.0,5235.0,34.4,28.6,28.0,9.0,24033.0,22291.0,22777.0,7994.0,31.2,28.9,29.5,10.4,26461.0,23985.0,30229.0,11421.0,28.731975330090343,26.04347637248089,32.82335823488533,12.40119006254343,24856.0,24622.0,31283.0,13498.0,26.36989571287622,26.12164355658346,33.18834275772075,14.32011797281957,1.0,23.54586829904837,0.0,1.0,0.0
Lake,795.2,0.10266666666666666,26.76,163.93333333333334,19.30466666666667,93.2,11.112,320.46666666666664,41.27066666666666,399.06666666666666,49.19,25.533333333333335,3.211333333333333,18.5,2.0866666666666664,37.4,4.773333333333333,200.86666666666667,25.872666666666667,587.9333333333333,73.29666666666667,,,175514775.6,65357.6,2683.0,712.4,65959.8,0.010839999999999999,6033.0,4.0,5.0,4.0,5.0,6696.0,4334.0,1508.0,968.0,49.6,32.1,11.2,7.2,8626.0,10000.0,4443.0,2616.0,33.6,38.9,17.3,10.2,10477.0,11357.0,10279.0,3848.0,29.1,31.6,28.6,10.7,9256.0,12132.0,14415.0,4914.0,22.7,29.8,35.4,12.1,6017.0,13301.0,18898.0,7691.0,13.10693358311369,28.973794846101903,41.16583527566602,16.75343629511839,6548.0,14601.0,19142.0,8557.0,13.404847690795942,29.890681297084836,39.18686537831641,17.51760563380282,1.0,26.08172289551261,1.0,2.0,1.0
Lassen,558.4,0.08933333333333333,27.653333333333336,106.0,17.738666666666667,125.46666666666665,19.467333333333332,312.0,54.916666666666664,128.46666666666667,24.472,78.6,13.340399999999999,26.52,4.6028,20.28,3.6012,154.46666666666667,26.844666666666665,392.46666666666664,71.16133333333333,14.5,2.3041666666666667,74188817.8,30388.8,2446.0,289.8,31187.8,0.0093,6035.0,6.0,6.0,7.0,8.0,4150.0,3422.0,1285.0,717.0,43.3,35.7,13.4,7.5,3382.0,4418.0,3285.0,1499.0,26.9,35.1,26.1,11.9,4808.0,4602.0,6188.0,2057.0,27.2,26.1,35.0,11.7,4673.0,7091.0,8743.0,2456.0,20.4,30.9,38.1,10.7,4987.0,6207.0,10267.0,3355.0,20.09590586718246,25.01208897485493,41.37250161186331,13.51950354609929,4853.0,7891.0,8716.0,2863.0,19.95230851457468,32.44254409406734,35.83439542819553,11.77075196316244,1.0,23.942359083994567,1.0,2.0,1.0
Los Angeles,389872.0,42.95866666666667,30.126666666666665,41360.46666666667,12.459333333333333,87821.46666666666,24.314,293504.5333333333,75.17266666666667,30556.0,7.9,36240.4,9.218666666666667,18511.866666666665,4.814666666666667,11057.866666666667,2.9066666666666667,169182.0,42.681333333333335,205866.06666666668,53.73,14822.866666666665,3.5853333333333333,27727426840.4,10176602.4,2728.2,105542.2,9998199.4,0.01056,6037.0,1.0,1.0,1.0,1.0,1506170.0,1294477.0,655534.0,504563.0,38.0,32.7,16.6,12.7,1336041.0,1336165.0,939639.0,818658.0,30.2,30.2,21.2,18.5,1642813.0,1134608.0,1480359.0,1223442.0,30.0,20.7,27.0,22.3,1770524.0,1108314.0,1541721.0,1462389.0,30.1,18.8,26.2,24.9,1508273.0,1304773.0,1687647.0,1879673.0,23.63928652368845,20.44981432099663,26.45062994818793,29.46026920712699,1381447.0,1411475.0,1772567.0,2356572.0,19.9571630472485,20.39096448297697,25.60750331440304,34.0443691553715,1.0,27.373907857789753,1.0,2.0,1.0
Madera,3739.8666666666663,0.43133333333333335,28.28666666666667,501.1333333333334,12.615333333333334,404.8,10.290000000000001,3224.4,86.276,331.8,8.816666666666666,82.33333333333334,2.195333333333333,43.8,1.1666666666666667,57.53333333333334,1.5433333333333334,1765.5333333333333,47.08733333333333,1942.8,52.06866666666667,31.53333333333334,0.844,306037737.4,157890.8,1939.2,2081.8,157268.8,0.013239999999999998,6039.0,3.0,2.0,3.0,2.0,13151.0,5616.0,2178.0,1572.0,58.4,24.9,9.7,7.0,14372.0,11389.0,6391.0,3871.0,39.9,31.6,17.7,10.7,19387.0,12967.0,14447.0,6191.0,36.6,24.5,27.3,11.7,25901.0,18923.0,21024.0,8982.0,34.6,25.3,28.1,12.0,29552.0,21417.0,28521.0,12847.0,32.00450523625415,23.19438578251405,30.88794307807271,13.91316590315908,27789.0,22929.0,31711.0,16144.0,28.191289704077185,23.26093352134966,32.17006685400668,16.37770992056648,1.0,23.673419699106248,0.0,1.0,0.0
Marin,5176.066666666667,0.6060000000000001,27.76666666666667,958.2666666666667,17.247999999999998,706.6666666666667,13.008666666666667,3312.6,64.176,1342.0666666666666,25.775333333333332,139.66666666666669,2.6906666666666665,188.8,3.631333333333333,192.93333333333334,3.729333333333334,2709.866666666667,52.505333333333326,2261.8,43.532,204.4,3.9653333333333336,718044166.0,262142.4,2742.4,2174.2,259718.8,0.00838,6041.0,1.0,1.0,1.0,1.0,24952.0,36764.0,26005.0,31797.0,20.9,30.8,21.8,26.6,15133.0,36832.0,40497.0,57301.0,10.1,24.6,27.0,38.3,13648.0,27848.0,53467.0,74530.0,8.1,16.4,31.5,44.0,16080.0,22857.0,50509.0,94248.0,8.8,12.4,27.5,51.3,14641.0,22511.0,47298.0,101484.0,7.874299482612111,12.10698419869416,25.43805866597825,54.58065765271548,12672.0,19589.0,44532.0,115907.0,6.576024909185262,10.16554229372081,23.10949662688116,60.14893617021276,1.0,33.68313440581214,2.0,3.0,2.0
Mariposa,104.06666666666668,0.076,27.919999999999998,15.1,12.2265,17.6,16.747999999999998,36.86666666666667,35.70333333333333,57.86666666666666,55.984,,,,,,,20.759999999999998,20.180799999999998,81.53333333333333,78.04333333333334,,,83071418.0,17895.6,4653.2,144.4,17247.6,0.00838,6043.0,8.0,7.0,8.0,7.0,1670.0,1204.0,503.0,380.0,44.5,32.0,13.4,10.1,1900.0,2530.0,1685.0,1115.0,26.3,35.0,23.3,15.4,2261.0,2853.0,3358.0,1713.0,22.2,28.0,33.0,16.8,1821.0,3206.0,4707.0,2462.0,14.9,26.3,38.6,20.2,1479.0,4164.0,5506.0,2777.0,10.62042223179664,29.90090478242137,39.53755565129973,19.94111733448226,1233.0,3028.0,5351.0,3901.0,9.124546732775846,22.40805150595723,39.59890475838082,28.86849700288611,2.0,28.821135203137715,1.0,3.0,2.0
Mendocino,2167.0666666666666,0.24133333333333334,26.426666666666666,518.2666666666667,22.243333333333332,175.53333333333333,7.604000000000001,1005.2666666666668,46.93333333333333,990.2,45.18266666666666,23.0,1.0546666666666666,34.06666666666667,1.542,114.53333333333333,5.29,604.2,28.125333333333334,1544.9333333333334,71.05733333333333,17.933333333333334,0.826,278889517.6,89211.4,3126.0,920.4,88783.0,0.01036,6045.0,4.0,5.0,4.0,5.0,12742.0,10175.0,3872.0,2751.0,43.1,34.4,13.1,9.3,9787.0,15649.0,8683.0,7305.0,23.6,37.8,21.0,17.6,11206.0,15499.0,16440.0,9344.0,21.3,29.5,31.3,17.8,10906.0,14812.0,19663.0,11505.0,19.2,26.0,34.6,20.2,9145.0,15965.0,22734.0,13051.0,15.01765333771246,26.21725921668446,37.33311437720667,21.43197306839642,8704.0,17147.0,23338.0,15962.0,13.35973354207917,26.31885926539884,35.8213995180427,24.50000767447929,1.0,27.14616813249221,1.0,2.0,1.0
Merced,4747.0,0.544,27.53333333333333,706.0,13.892666666666667,444.4,8.958666666666668,3770.3333333333335,79.48400000000001,516.4666666666666,16.752,148.2,3.138,228.46666666666664,4.783333333333333,83.53333333333333,1.7653333333333332,1990.6,41.769333333333336,2717.0666666666666,57.42,39.33333333333333,0.8106666666666665,590337705.0,280593.0,2102.6,3919.2,278450.8,0.01408,6047.0,3.0,2.0,2.0,2.0,25247.0,15455.0,6219.0,4239.0,49.3,30.2,12.2,8.3,28243.0,22220.0,13337.0,7462.0,39.6,31.2,18.7,10.5,36425.0,22806.0,27715.0,11873.0,36.9,23.1,28.0,12.0,42247.0,27901.0,33681.0,12896.0,36.2,23.9,28.9,11.0,48504.0,35539.0,43158.0,18201.0,33.358550776468,24.44189213353324,29.68184756743373,12.51770952256503,49054.0,43880.0,49268.0,23259.0,29.646865424480687,26.519844555514602,29.77620103831115,14.057088981693571,1.0,22.824351357721763,0.0,1.0,0.0
Modoc,58.2,0.076,27.166666666666668,16.7,26.156000000000002,,,17.266666666666666,29.879333333333335,37.6,64.22533333333334,,,,,,,13.5,22.953333333333333,46.2,78.87333333333333,,,34559648.8,9394.0,3693.2,89.0,8735.0,0.0102,6049.0,6.0,6.0,6.0,6.0,1769.0,1730.0,609.0,307.0,40.1,39.2,13.8,7.0,1518.0,2005.0,1281.0,677.0,27.7,36.6,23.4,12.4,1792.0,2148.0,1787.0,720.0,27.8,33.3,27.7,11.2,1483.0,1900.0,2282.0,799.0,22.9,29.4,35.3,12.4,1023.0,1798.0,2697.0,1326.0,14.94739918176505,26.27118644067797,39.40677966101695,19.37463471654003,955.0,2136.0,2180.0,1293.0,14.549055453991468,32.54113345521024,33.2114564290067,19.69835466179159,1.0,25.80591102985984,1.0,2.0,1.0
Mono,218.66666666666669,0.07866666666666668,29.71333333333333,33.266666666666666,14.813999999999998,,,145.86666666666667,68.59666666666666,66.33333333333334,28.568,,,,,,,115.86666666666665,53.79933333333334,101.86666666666666,45.88333333333334,,,66946317.4,13582.8,4934.8,132.0,13947.4,0.009479999999999999,6051.0,7.0,9.0,7.0,11.0,723.0,866.0,489.0,245.0,31.1,37.3,21.1,10.5,586.0,1890.0,1377.0,1132.0,11.8,37.9,27.6,22.7,804.0,1695.0,2641.0,1443.0,12.2,25.7,40.1,21.9,1046.0,1792.0,3327.0,2509.0,12.1,20.7,38.4,28.9,1322.0,2161.0,3377.0,2817.0,13.661258654541701,22.33130102304433,34.89717887775137,29.110261444662605,1214.0,2124.0,3355.0,2804.0,12.78298410024218,22.3649573549542,35.32694535116352,29.525113193640102,2.0,28.159418763820156,1.0,3.0,2.0
Monterey,11770.4,1.3486666666666667,29.1,1163.2,9.061333333333334,1157.0666666666666,9.184000000000001,10176.733333333334,86.61933333333334,966.8,8.097333333333333,152.13333333333333,1.2786666666666666,277.06666666666666,2.333333333333333,197.66666666666669,1.6673333333333331,7384.4,62.839999999999996,4088.2666666666673,34.61,297.73333333333335,2.552666666666666,1306249259.4,441584.8,2959.6,5726.0,435520.0,0.013139999999999999,6053.0,2.0,2.0,2.0,2.0,44960.0,36925.0,19933.0,17983.0,37.5,30.8,16.6,15.0,46862.0,47232.0,35670.0,31642.0,29.0,29.3,22.1,19.6,57520.0,44916.0,63897.0,45671.0,27.1,21.2,30.1,21.5,77061.0,45354.0,66774.0,54939.0,31.6,18.6,27.4,22.5,76433.0,52006.0,70240.0,59862.0,29.56320274153809,20.1151848256176,27.16783798314387,23.15377444970044,75771.0,56912.0,73530.0,74311.0,27.010523163793472,20.28774721592448,26.211661034350005,26.49006858593204,1.0,25.218127504242062,1.0,2.0,1.0
Napa,2930.4,0.33266666666666667,27.673333333333336,473.9333333333334,15.063333333333333,346.73333333333335,11.287333333333333,1910.0666666666664,65.29733333333334,732.3333333333333,24.84,51.6,1.7920000000000003,120.66666666666667,4.142,115.73333333333335,3.928666666666666,1173.0,39.894666666666666,1705.9333333333332,58.35666666666666,51.46666666666666,1.7753333333333334,440086901.2,140217.4,3143.2,1238.6,137802.6,0.008979999999999998,6055.0,3.0,2.0,3.0,2.0,16951.0,15855.0,8193.0,5254.0,36.6,34.3,17.7,11.4,15542.0,21539.0,14834.0,11210.0,24.6,34.1,23.5,17.8,14495.0,18399.0,25538.0,16773.0,19.3,24.5,34.0,22.3,16455.0,17223.0,28110.0,22150.0,19.6,20.5,33.5,26.4,16172.0,17980.0,29801.0,29034.0,17.39167840665899,19.33603622011679,32.04856592857066,31.22371944465355,14541.0,17698.0,29842.0,36464.0,14.755695367598559,17.95930793038713,30.282612004667918,37.00238469734639,1.0,28.95316860317621,1.0,2.0,1.0
Nevada,1244.8,0.14533333333333337,26.65333333333333,290.26666666666665,21.624666666666666,141.53333333333333,10.846,331.4,27.281333333333333,809.1333333333333,64.15466666666666,14.88,1.3008000000000002,23.733333333333334,2.0300000000000002,65.73333333333333,5.262666666666666,205.46666666666664,16.916666666666664,1020.0666666666666,81.54666666666667,19.266666666666666,1.5366666666666666,199234814.4,99384.0,2003.2,793.8,100895.4,0.00786,6057.0,4.0,3.0,4.0,3.0,6445.0,5719.0,2764.0,1612.0,39.0,34.6,16.7,9.7,6189.0,13677.0,8328.0,6186.0,18.0,39.8,24.2,18.0,7577.0,14891.0,20534.0,12231.0,13.7,27.0,37.2,22.1,6309.0,15517.0,26319.0,17003.0,9.7,23.8,40.4,26.1,3675.0,15914.0,29443.0,23843.0,5.042881646655232,21.83739279588336,40.40205831903945,32.71766723842195,3827.0,14963.0,29399.0,30391.0,4.870195978620514,19.04174090099262,37.41282769152456,38.6752354288623,1.0,30.98931025706287,1.0,2.0,1.0
Orange,67111.8,7.644,28.919999999999998,7524.533333333335,10.731333333333334,9555.8,13.751333333333331,45288.73333333333,67.55866666666667,11462.733333333334,16.958666666666666,1305.5333333333333,1.9600000000000002,6839.133333333333,10.203333333333333,2215.666666666667,3.322,25809.4,38.212,38902.33333333333,58.274,2400.0666666666666,3.508,4993798039.8,3200299.8,1561.2,33901.0,3174831.8,0.01068,6059.0,1.0,1.0,1.0,1.0,216580.0,256847.0,145360.0,116498.0,29.5,34.9,19.8,15.8,221997.0,360814.0,292019.0,255992.0,19.6,31.9,25.8,22.6,286557.0,307521.0,509022.0,425099.0,18.8,20.1,33.3,27.8,372419.0,317332.0,564962.0,558743.0,20.5,17.5,31.2,30.8,324704.0,354943.0,575702.0,723978.0,16.40476788322496,17.93250938323986,29.08574480113695,36.57697793239824,294180.0,378888.0,598758.0,925364.0,13.38891948352214,17.24420737396402,27.251079788275025,42.11579335423882,0.0,29.809374701323055,1.0,1.0,0.0
Placer,2219.0,0.24666666666666667,27.060000000000002,382.8666666666667,16.068,221.93333333333334,9.483333333333333,794.6,36.31333333333333,1117.5333333333333,49.79,66.86666666666667,3.0806666666666667,117.86666666666665,5.336666666666667,122.13333333333335,5.475333333333333,467.2666666666666,21.140666666666668,1720.4666666666667,77.48400000000001,31.26666666666667,1.3820000000000001,777390207.6,396057.6,1958.4,3669.2,400333.4,0.00916,6061.0,1.0,1.0,1.0,1.0,16171.0,16075.0,7161.0,4362.0,36.9,36.7,16.4,10.0,16277.0,26147.0,17713.0,12030.0,22.6,36.2,24.5,16.7,17006.0,29751.0,41725.0,25940.0,14.9,26.0,36.5,22.7,15835.0,35327.0,64506.0,50226.0,9.5,21.3,38.9,30.3,15331.0,47861.0,92143.0,82538.0,6.4450357964123715,20.12040038171629,38.73621638437317,34.69834743749816,14584.0,49539.0,100475.0,117251.0,5.174401896050722,17.57643277073894,35.6485210165727,41.60064431663763,1.0,31.367540775379723,2.0,3.0,2.0
Plumas,783.2666666666667,0.1,22.793333333333333,327.93333333333334,39.7,245.2,29.598666666666666,101.46666666666667,12.974,516.4666666666666,65.85933333333334,72.0,9.054666666666666,22.066666666666666,2.802,71.26666666666668,9.303333333333333,32.46666666666667,4.064,743.0666666666667,94.99533333333333,93.0,1.5,66773518.8,19441.0,3440.4,165.2,19195.6,0.0086,6063.0,7.0,12.0,7.0,12.0,2783.0,2602.0,1034.0,643.0,39.4,36.8,14.6,9.1,2366.0,4436.0,2581.0,1593.0,21.6,40.4,23.5,14.5,2393.0,4536.0,4787.0,2090.0,17.3,32.9,34.7,15.1,1770.0,4102.0,6325.0,2589.0,12.0,27.7,42.8,17.5,1475.0,3623.0,6452.0,3439.0,9.840549736473413,24.17105877643605,43.04489959303489,22.94349189405564,820.0,4108.0,6655.0,3464.0,5.449591280653951,27.30112314747126,44.22808533262445,23.02120023925035,1.0,28.48208945304712,1.0,2.0,1.0
Riverside,40687.066666666666,4.636666666666667,28.26,5966.0,13.978666666666665,6026.666666666666,14.112,28943.06666666667,71.19333333333334,6275.4,15.323333333333332,2923.133333333333,7.230666666666667,1472.1333333333334,3.6159999999999997,1072.8,2.6399999999999997,12009.0,29.200666666666667,28271.466666666667,69.816,406.06666666666666,0.986,4962138158.2,2421550.6,2048.2,28306.2,2447629.8,0.01154,6065.0,1.0,1.0,1.0,1.0,105962.0,82404.0,39538.0,27081.0,41.6,32.3,15.5,10.6,125066.0,139431.0,86458.0,51303.0,31.1,34.7,21.5,12.8,188015.0,191492.0,239668.0,105530.0,25.9,26.4,33.1,14.6,234473.0,230867.0,315008.0,155676.0,25.0,24.7,33.7,16.6,279377.0,338928.0,451551.0,275751.0,20.76215418023241,25.18774055129023,33.55742055444123,20.49268471403612,267525.0,423504.0,511637.0,370132.0,17.00949517992775,26.92678907272262,32.53036944350133,23.5333463038483,1.0,26.258756687127022,1.0,2.0,1.0
Sacramento,16178.866666666665,1.8206666666666667,27.473333333333336,2135.0666666666666,12.51,2329.4666666666667,13.981333333333334,7017.333333333333,43.775999999999996,4188.866666666667,25.540666666666667,2416.4,15.021333333333335,1635.3333333333335,15.918000000000001,920.8666666666668,5.673333333333334,3679.0,22.752,12092.8,74.82333333333334,407.06666666666666,2.4219999999999997,3659743890.2,1545286.8,2366.6,18718.0,1560824.2,0.012,6067.0,1.0,1.0,1.0,1.0,113388.0,118989.0,56138.0,43457.0,34.2,35.8,16.9,13.1,102522.0,159194.0,113735.0,89581.0,22.0,34.2,24.5,19.3,117470.0,158422.0,233955.0,151880.0,17.8,23.9,35.4,23.0,129270.0,176525.0,275052.0,191641.0,16.7,22.9,35.6,24.8,132263.0,198216.0,330723.0,255620.0,14.4262463160788,21.61990004602857,36.07276003411786,27.88109360377478,127455.0,235075.0,363694.0,341705.0,11.93478218121242,22.01223115019819,34.05600934144498,31.996977327144414,1.0,28.61151818145214,1.0,2.0,1.0
San Benito,992.6,0.11133333333333333,27.939999999999998,125.0,11.259333333333334,97.46666666666667,9.392,808.8,81.78133333333332,126.0,12.288666666666668,15.583333333333332,1.6208333333333331,19.866666666666667,2.070666666666667,24.866666666666667,2.478,389.6,39.10733333333333,598.9333333333333,60.48,,,108218519.6,60672.0,1771.6,773.2,63387.6,0.012199999999999999,6069.0,1.0,1.0,1.0,1.0,5333.0,2372.0,1156.0,671.0,55.9,24.9,12.1,7.0,6015.0,3696.0,2647.0,1471.0,43.5,26.7,19.1,10.6,6915.0,5524.0,6314.0,3152.0,31.6,25.2,28.8,14.4,7876.0,7278.0,10876.0,5371.0,25.1,23.2,34.6,17.1,8356.0,7953.0,11637.0,6292.0,24.40563117004498,23.22857643553946,33.98855073310357,18.377241661312,6901.0,11037.0,14805.0,8460.0,16.74878042860957,26.78688445016139,35.9318496226003,20.53248549862874,0.0,26.024804019124822,1.0,1.0,0.0
San Bernardino,41194.86666666667,4.653333333333333,29.7,4661.733333333334,10.726666666666667,7161.333333333333,16.357333333333333,30828.266666666663,74.804,4254.8,10.230666666666668,3695.2,9.065999999999999,1404.1333333333334,3.4200000000000004,1012.4666666666668,2.4833333333333334,15413.6,36.82866666666667,25448.666666666664,62.38133333333333,332.6,0.7893333333333333,4981069177.2,2178055.4,2286.2,28195.4,2177942.4,0.01296,6071.0,1.0,1.0,1.0,1.0,154036.0,117009.0,51751.0,32785.0,43.3,32.9,14.6,9.2,146148.0,180774.0,111533.0,66179.0,29.0,35.8,22.1,13.1,202956.0,222977.0,275833.0,123062.0,24.6,27.0,33.4,14.9,253594.0,246155.0,326943.0,156581.0,25.8,25.0,33.3,15.9,266955.0,316854.0,406495.0,225822.0,21.9512616291404,26.05437265546497,33.42540164423752,18.5689640711571,260315.0,370115.0,445345.0,301891.0,18.89536360772495,26.86536504493832,32.3260500005081,21.91322134682862,1.0,25.725712908644038,1.0,2.0,1.0
